interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-clean-INT-0041719,review-clean4-clean-APP-024603,review-clean4-clean-CAND-03613,Phone Screen,2026-06-21T13:00:00,,Scheduled,1.6,,3.5,No Hire,Recent chance serious whose determine family.
review-clean4-clean-INT-0041720,review-clean4-clean-APP-024603,review-clean4-clean-CAND-03613,Technical,2026-06-22T09:00:00,2026-06-22T11:00:00,Completed,1.7,1.3,1.1,Hire,Family adult decision music family matter.
review-clean4-clean-INT-0041721,review-clean4-clean-APP-024604,review-clean4-clean-CAND-01361,Phone Screen,2026-08-16T09:00:00,2026-08-16T15:00:00,Completed,,2.5,2.0,Hire,Fine I south present.
review-clean4-clean-INT-0041722,review-clean4-clean-APP-024604,review-clean4-clean-CAND-01361,Coding Challenge,2026-08-17T11:00:00,,Scheduled,3.3,1.1,1.7,Hire,North quality professional individual.
review-clean4-clean-INT-0041723,review-clean4-clean-APP-024605,review-clean4-clean-CAND-00049,Phone Screen,2026-06-07T08:00:00,2026-06-07T12:00:00,Cancelled,2.2,3.5,4.7,Hire,Hand house real information.
review-clean4-clean-INT-0041724,review-clean4-clean-APP-024605,review-clean4-clean-CAND-00049,Phone Screen,2026-06-09T15:00:00,2026-06-09T20:00:00,Completed,2.3,2.6,1.1,Leaning No,Act just cover sing.
review-clean4-clean-INT-0041725,review-clean4-clean-APP-024605,review-clean4-clean-CAND-00049,Final Panel,2026-06-09T10:00:00,2026-06-09T16:00:00,Completed,,4.3,3.8,Leaning No,Miss provide glass information evidence cultural despite.
review-clean4-clean-INT-0041726,review-clean4-clean-APP-024606,review-clean4-clean-CAND-04261,Phone Screen,2026-06-09T12:00:00,2026-06-09T17:00:00,Completed,2.8,2.6,4.7,Hire,Role wind method.
review-clean4-clean-INT-0041727,review-clean4-clean-APP-024606,review-clean4-clean-CAND-04261,Cultural Fit,2026-06-11T11:00:00,,Scheduled,3.4,,2.2,Leaning No,Her present full church born I live hope.
review-clean4-clean-INT-0041728,review-clean4-clean-APP-024607,review-clean4-clean-CAND-02161,Phone Screen,2026-08-13T15:00:00,,Scheduled,1.8,3.7,3.0,Hire,
review-clean4-clean-INT-0041729,review-clean4-clean-APP-024608,review-clean4-clean-CAND-03354,Phone Screen,2026-06-16T12:00:00,2026-06-16T15:00:00,Completed,2.2,2.7,1.9,Strong Hire,Better son cell right service time work house.
review-clean4-clean-INT-0041730,review-clean4-clean-APP-024608,review-clean4-clean-CAND-03354,Phone Screen,2026-06-17T15:00:00,2026-06-17T17:00:00,Cancelled,2.8,1.0,2.3,Leaning No,Receive arrive fast young remain nice.
review-clean4-clean-INT-0041731,review-clean4-clean-APP-024609,review-clean4-clean-CAND-03095,Phone Screen,2026-06-17T08:00:00,2026-06-17T14:00:00,Cancelled,4.0,2.0,4.7,No Hire,
review-clean4-clean-INT-0041732,review-clean4-clean-APP-024609,review-clean4-clean-CAND-03095,Phone Screen,2026-06-20T14:00:00,2026-06-20T19:00:00,Completed,2.1,4.4,,Hire,Over senior personal democratic bill moment.
review-clean4-clean-INT-0041733,review-clean4-clean-APP-024610,review-clean4-clean-CAND-03347,Phone Screen,2026-07-31T09:00:00,2026-07-31T12:00:00,Completed,,3.3,4.5,No Hire,Above drug year anything we glass who.
review-clean4-clean-INT-0041734,review-clean4-clean-APP-024610,review-clean4-clean-CAND-03347,Coding Challenge,2026-08-01T17:00:00,,Scheduled,2.8,1.0,1.1,Hire,Then but let huge so.
review-clean4-clean-INT-0041735,review-clean4-clean-APP-024610,review-clean4-clean-CAND-03347,Coding Challenge,2026-08-06T17:00:00,,Scheduled,2.4,3.7,4.8,Hire,Bill green media treatment discover rich cause.
review-clean4-clean-INT-0041736,review-clean4-clean-APP-024611,review-clean4-clean-CAND-02237,Phone Screen,2026-07-30T09:00:00,,Scheduled,,2.2,4.6,No Hire,Reach fish administration car.
review-clean4-clean-INT-0041737,review-clean4-clean-APP-024611,review-clean4-clean-CAND-02237,Phone Screen,2026-08-01T13:00:00,,Scheduled,4.0,1.1,2.4,Hire,Physical official tough white mean section sense.
review-clean4-clean-INT-0041738,review-clean4-clean-APP-024611,review-clean4-clean-CAND-02237,Coding Challenge,2026-08-01T11:00:00,2026-08-01T13:00:00,Completed,3.8,4.4,3.6,Strong Hire,Build edge pressure share ability.
review-clean4-clean-INT-0041739,review-clean4-clean-APP-024612,review-clean4-clean-CAND-04257,Phone Screen,2026-08-12T17:00:00,2026-08-13T01:00:00,Cancelled,2.7,2.9,2.1,No Hire,Serve plan long drive notice.
review-clean4-clean-INT-0041740,review-clean4-clean-APP-024612,review-clean4-clean-CAND-04257,Coding Challenge,2026-08-13T09:00:00,2026-08-13T12:00:00,Completed,4.1,3.1,1.7,Hire,Catch war arrive outside once.
review-clean4-clean-INT-0041741,review-clean4-clean-APP-024613,review-clean4-clean-CAND-02708,Phone Screen,2026-08-08T13:00:00,2026-08-08T18:00:00,Cancelled,1.1,,3.3,No Hire,
review-clean4-clean-INT-0041742,review-clean4-clean-APP-024614,review-clean4-clean-CAND-03505,Phone Screen,2026-06-23T13:00:00,,Scheduled,5.0,1.6,3.3,No Hire,Father expect cup system security positive need.
review-clean4-clean-INT-0041743,review-clean4-clean-APP-024615,review-clean4-clean-CAND-01971,Phone Screen,2026-07-26T15:00:00,,Scheduled,4.5,2.7,4.5,No Hire,
review-clean4-clean-INT-0041744,review-clean4-clean-APP-024615,review-clean4-clean-CAND-01971,Coding Challenge,2026-07-27T15:00:00,2026-07-27T16:00:00,Completed,1.1,3.4,3.1,No Hire,Reduce lead debate middle.
review-clean4-clean-INT-0041745,review-clean4-clean-APP-024615,review-clean4-clean-CAND-01971,Coding Challenge,2026-08-01T16:00:00,2026-08-01T23:00:00,Completed,1.2,1.1,3.1,No Hire,Coach company eight cultural hard pick.
review-clean4-clean-INT-0041746,review-clean4-clean-APP-024616,review-clean4-clean-CAND-01605,Phone Screen,2026-07-08T14:00:00,2026-07-08T17:00:00,Cancelled,,3.4,,Hire,Friend western rock politics final.
review-clean4-clean-INT-0041747,review-clean4-clean-APP-024616,review-clean4-clean-CAND-01605,Phone Screen,2026-07-11T15:00:00,2026-07-11T17:00:00,Completed,4.2,2.2,2.0,Hire,
review-clean4-clean-INT-0041748,review-clean4-clean-APP-024616,review-clean4-clean-CAND-01605,Coding Challenge,2026-07-10T15:00:00,2026-07-10T18:00:00,Completed,,1.3,2.0,Leaning No,Military she ball officer cup.
review-clean4-clean-INT-0041749,review-clean4-clean-APP-024617,review-clean4-clean-CAND-02623,Phone Screen,2026-06-07T09:00:00,2026-06-07T14:00:00,Completed,2.5,3.6,,Strong Hire,
review-clean4-clean-INT-0041750,review-clean4-clean-APP-024617,review-clean4-clean-CAND-02623,Coding Challenge,2026-06-09T08:00:00,2026-06-09T14:00:00,Completed,1.8,3.3,,Leaning No,
review-clean4-clean-INT-0041751,review-clean4-clean-APP-024617,review-clean4-clean-CAND-02623,Final Panel,2026-06-09T16:00:00,2026-06-09T20:00:00,Completed,4.0,4.4,3.0,Leaning No,
review-clean4-clean-INT-0041752,review-clean4-clean-APP-024619,review-clean4-clean-CAND-01990,Phone Screen,2026-06-24T08:00:00,2026-06-24T12:00:00,Completed,3.0,,3.3,Leaning No,Discuss actually and design person provide evidence.
review-clean4-clean-INT-0041753,review-clean4-clean-APP-024619,review-clean4-clean-CAND-01990,Cultural Fit,2026-06-27T16:00:00,2026-06-27T17:00:00,Completed,,3.7,1.1,Strong Hire,Bed answer sport face.
review-clean4-clean-INT-0041754,review-clean4-clean-APP-024619,review-clean4-clean-CAND-01990,Coding Challenge,2026-06-28T17:00:00,2026-06-29T00:00:00,Completed,1.7,,3.4,Hire,Instead two magazine experience.
review-clean4-clean-INT-0041755,review-clean4-clean-APP-024620,review-clean4-clean-CAND-01301,Phone Screen,2026-08-08T12:00:00,2026-08-08T18:00:00,Cancelled,3.2,2.9,2.9,Hire,May upon maybe particular Mr.
review-clean4-clean-INT-0041756,review-clean4-clean-APP-024620,review-clean4-clean-CAND-01301,Cultural Fit,2026-08-09T16:00:00,,Scheduled,2.8,1.9,3.2,Hire,
review-clean4-clean-INT-0041757,review-clean4-clean-APP-024620,review-clean4-clean-CAND-01301,Cultural Fit,2026-08-10T15:00:00,2026-08-10T23:00:00,Cancelled,4.0,2.0,3.9,Strong Hire,Technology car quality may foot hold contain.
review-clean4-clean-INT-0041758,review-clean4-clean-APP-024622,review-clean4-clean-CAND-01001,Phone Screen,2026-08-24T14:00:00,2026-08-24T19:00:00,Cancelled,3.4,,4.9,No Hire,Everyone easy anyone sport.
review-clean4-clean-INT-0041759,review-clean4-clean-APP-024622,review-clean4-clean-CAND-01001,Coding Challenge,2026-08-25T15:00:00,2026-08-25T19:00:00,Completed,2.8,4.3,2.4,Strong Hire,Himself face back form worry agency record.
review-clean4-clean-INT-0041760,review-clean4-clean-APP-024623,review-clean4-clean-CAND-01054,Phone Screen,2026-07-07T08:00:00,2026-07-07T15:00:00,Completed,2.7,,3.6,No Hire,
review-clean4-clean-INT-0041761,review-clean4-clean-APP-024624,review-clean4-clean-CAND-01724,Phone Screen,2026-06-17T13:00:00,2026-06-17T16:00:00,Cancelled,4.6,1.3,,No Hire,Onto long race pull view.
review-clean4-clean-INT-0041762,review-clean4-clean-APP-024624,review-clean4-clean-CAND-01724,Technical,2026-06-19T10:00:00,2026-06-19T18:00:00,Completed,4.2,1.9,,Hire,Almost happy that society theory.
review-clean4-clean-INT-0041763,review-clean4-clean-APP-024624,review-clean4-clean-CAND-01724,Technical,2026-06-23T15:00:00,2026-06-23T16:00:00,Cancelled,2.5,3.0,1.9,No Hire,Protect country foot shake partner.
review-clean4-clean-INT-0041764,review-clean4-clean-APP-024624,review-clean4-clean-CAND-01724,Technical,2026-06-23T16:00:00,2026-06-23T22:00:00,Completed,3.7,2.1,2.7,Leaning No,
review-clean4-clean-INT-0041765,review-clean4-clean-APP-024626,review-clean4-clean-CAND-01920,Phone Screen,2026-07-09T11:00:00,,Scheduled,4.3,4.7,2.5,Strong Hire,Already seat property character other.
review-clean4-clean-INT-0041766,review-clean4-clean-APP-024627,review-clean4-clean-CAND-04236,Phone Screen,2026-06-15T15:00:00,,Scheduled,,,,Strong Hire,Win institution technology process military.
review-clean4-clean-INT-0041767,review-clean4-clean-APP-024628,review-clean4-clean-CAND-03370,Phone Screen,2026-08-02T14:00:00,2026-08-02T15:00:00,Completed,4.0,2.9,2.5,No Hire,
review-clean4-clean-INT-0041768,review-clean4-clean-APP-024628,review-clean4-clean-CAND-03370,Final Panel,2026-08-04T08:00:00,2026-08-04T09:00:00,Cancelled,1.6,1.3,3.3,No Hire,Short place bad season court.
review-clean4-clean-INT-0041769,review-clean4-clean-APP-024629,review-clean4-clean-CAND-03554,Phone Screen,2026-06-16T09:00:00,2026-06-16T16:00:00,Completed,,4.9,2.7,Leaning No,At popular evening garden.
review-clean4-clean-INT-0041770,review-clean4-clean-APP-024629,review-clean4-clean-CAND-03554,Final Panel,2026-06-18T13:00:00,2026-06-18T15:00:00,Completed,,3.6,3.8,Hire,Fish shoulder break choice.
review-clean4-clean-INT-0041771,review-clean4-clean-APP-024631,review-clean4-clean-CAND-00872,Phone Screen,2026-06-25T09:00:00,2026-06-25T13:00:00,Completed,4.2,4.4,4.9,No Hire,
review-clean4-clean-INT-0041772,review-clean4-clean-APP-024632,review-clean4-clean-CAND-01398,Phone Screen,2026-07-30T09:00:00,2026-07-30T11:00:00,Completed,2.0,,3.7,Leaning No,
review-clean4-clean-INT-0041773,review-clean4-clean-APP-024633,review-clean4-clean-CAND-00481,Phone Screen,2026-06-12T16:00:00,2026-06-12T19:00:00,Completed,,3.8,3.2,No Hire,Himself build notice mission theory amount.
review-clean4-clean-INT-0041774,review-clean4-clean-APP-024633,review-clean4-clean-CAND-00481,Cultural Fit,2026-06-13T12:00:00,2026-06-13T20:00:00,Completed,,2.1,4.3,No Hire,Need so in draw join.
review-clean4-clean-INT-0041775,review-clean4-clean-APP-024633,review-clean4-clean-CAND-00481,Technical,2026-06-18T08:00:00,2026-06-18T14:00:00,Cancelled,2.5,5.0,3.3,No Hire,Example accept case myself cultural south language.
review-clean4-clean-INT-0041776,review-clean4-clean-APP-024634,review-clean4-clean-CAND-00483,Phone Screen,2026-05-31T14:00:00,2026-05-31T16:00:00,Completed,3.0,2.6,4.3,Leaning No,
review-clean4-clean-INT-0041777,review-clean4-clean-APP-024634,review-clean4-clean-CAND-00483,Cultural Fit,2026-06-01T15:00:00,2026-06-01T16:00:00,Completed,3.5,3.9,4.3,Hire,Yes medical wrong player ready offer choose capital.
review-clean4-clean-INT-0041778,review-clean4-clean-APP-024635,review-clean4-clean-CAND-04948,Phone Screen,2026-08-17T15:00:00,2026-08-17T20:00:00,Completed,2.1,1.9,1.2,No Hire,This explain six agent think safe.
review-clean4-clean-INT-0041779,review-clean4-clean-APP-024635,review-clean4-clean-CAND-04948,Technical,2026-08-20T08:00:00,2026-08-20T09:00:00,Completed,2.6,,4.5,No Hire,
review-clean4-clean-INT-0041780,review-clean4-clean-APP-024636,review-clean4-clean-CAND-02773,Phone Screen,2026-07-18T09:00:00,2026-07-18T12:00:00,Completed,4.2,,2.6,Strong Hire,Nice seem sea expert.
review-clean4-clean-INT-0041781,review-clean4-clean-APP-024636,review-clean4-clean-CAND-02773,Technical,2026-07-19T14:00:00,2026-07-19T15:00:00,Completed,1.9,3.0,2.0,No Hire,Foot movie age anything health play cut.
review-clean4-clean-INT-0041782,review-clean4-clean-APP-024637,review-clean4-clean-CAND-02793,Phone Screen,2026-07-07T09:00:00,2026-07-07T16:00:00,Completed,,,4.1,Strong Hire,
review-clean4-clean-INT-0041783,review-clean4-clean-APP-024638,review-clean4-clean-CAND-00807,Phone Screen,2026-08-14T16:00:00,2026-08-14T17:00:00,Completed,2.1,1.6,4.3,Leaning No,Game we professor impact.
review-clean4-clean-INT-0041784,review-clean4-clean-APP-024638,review-clean4-clean-CAND-00807,Phone Screen,2026-08-16T16:00:00,,Scheduled,4.6,3.1,3.1,Hire,
review-clean4-clean-INT-0041785,review-clean4-clean-APP-024640,review-clean4-clean-CAND-00436,Phone Screen,2026-08-08T13:00:00,,Scheduled,,2.0,2.4,No Hire,Exactly possible answer lose player every kind.
review-clean4-clean-INT-0041786,review-clean4-clean-APP-024640,review-clean4-clean-CAND-00436,Technical,2026-08-11T09:00:00,,Scheduled,2.2,4.4,1.9,Hire,Article around cut yourself feel appear.
review-clean4-clean-INT-0041787,review-clean4-clean-APP-024641,review-clean4-clean-CAND-03146,Phone Screen,2026-06-20T10:00:00,2026-06-20T17:00:00,Completed,,4.3,1.2,No Hire,Something loss organization ever happy.
review-clean4-clean-INT-0041788,review-clean4-clean-APP-024641,review-clean4-clean-CAND-03146,Coding Challenge,2026-06-21T14:00:00,,Scheduled,1.8,2.4,3.8,Leaning No,Can measure hope success behavior.
review-clean4-clean-INT-0041789,review-clean4-clean-APP-024641,review-clean4-clean-CAND-03146,Cultural Fit,2026-06-22T08:00:00,2026-06-22T16:00:00,Completed,3.9,3.1,1.6,Strong Hire,Inside part loss in agreement pull end.
review-clean4-clean-INT-0041790,review-clean4-clean-APP-024642,review-clean4-clean-CAND-01568,Phone Screen,2026-06-12T09:00:00,2026-06-12T12:00:00,Completed,,3.1,2.4,No Hire,Character southern effect out hear generation spend.
review-clean4-clean-INT-0041791,review-clean4-clean-APP-024643,review-clean4-clean-CAND-03037,Phone Screen,2026-08-03T14:00:00,2026-08-03T20:00:00,Completed,3.8,4.3,1.0,Strong Hire,Choice various issue three performance will director.
review-clean4-clean-INT-0041792,review-clean4-clean-APP-024643,review-clean4-clean-CAND-03037,Coding Challenge,2026-08-04T14:00:00,2026-08-04T21:00:00,Cancelled,5.0,2.3,3.9,No Hire,Generation or reveal letter kid a to thing.
review-clean4-clean-INT-0041793,review-clean4-clean-APP-024645,review-clean4-clean-CAND-04173,Phone Screen,2026-06-01T09:00:00,,Scheduled,4.9,1.0,1.7,Leaning No,Police moment recently nearly owner maybe.
review-clean4-clean-INT-0041794,review-clean4-clean-APP-024645,review-clean4-clean-CAND-04173,Technical,2026-06-03T08:00:00,,Scheduled,2.3,4.6,1.7,No Hire,Meeting let community prevent shake garden term.
review-clean4-clean-INT-0041795,review-clean4-clean-APP-024646,review-clean4-clean-CAND-04852,Phone Screen,2026-06-28T09:00:00,,Scheduled,3.8,,3.8,No Hire,
review-clean4-clean-INT-0041796,review-clean4-clean-APP-024646,review-clean4-clean-CAND-04852,Phone Screen,2026-07-01T12:00:00,2026-07-01T15:00:00,Cancelled,4.3,3.4,2.7,Leaning No,Able go risk able.
review-clean4-clean-INT-0041797,review-clean4-clean-APP-024646,review-clean4-clean-CAND-04852,Technical,2026-07-02T09:00:00,2026-07-02T15:00:00,Completed,1.4,,2.2,Hire,
review-clean4-clean-INT-0041798,review-clean4-clean-APP-024646,review-clean4-clean-CAND-04852,Technical,2026-07-04T08:00:00,2026-07-04T14:00:00,Completed,2.2,,3.5,Hire,After role sell out behavior from.
review-clean4-clean-INT-0041799,review-clean4-clean-APP-024647,review-clean4-clean-CAND-02218,Phone Screen,2026-06-10T17:00:00,,Scheduled,4.0,2.3,2.6,Leaning No,She whether quickly rather ask represent.
review-clean4-clean-INT-0041800,review-clean4-clean-APP-024647,review-clean4-clean-CAND-02218,Cultural Fit,2026-06-12T11:00:00,2026-06-12T19:00:00,Completed,1.9,1.9,1.5,Hire,Crime against unit energy technology size.
review-clean4-clean-INT-0041801,review-clean4-clean-APP-024647,review-clean4-clean-CAND-02218,Coding Challenge,2026-06-16T17:00:00,2026-06-16T19:00:00,Cancelled,4.4,1.9,,Leaning No,
review-clean4-clean-INT-0041802,review-clean4-clean-APP-024648,review-clean4-clean-CAND-04407,Phone Screen,2026-06-27T13:00:00,2026-06-27T20:00:00,Cancelled,2.7,2.9,4.1,No Hire,
review-clean4-clean-INT-0041803,review-clean4-clean-APP-024649,review-clean4-clean-CAND-01986,Phone Screen,2026-07-19T14:00:00,,Scheduled,2.5,1.3,2.5,Leaning No,Exist maybe risk learn data boy order.
review-clean4-clean-INT-0041804,review-clean4-clean-APP-024649,review-clean4-clean-CAND-01986,Technical,2026-07-22T15:00:00,,Scheduled,,3.5,2.6,Hire,Maybe long born win.
review-clean4-clean-INT-0041805,review-clean4-clean-APP-024650,review-clean4-clean-CAND-01867,Phone Screen,2026-06-16T11:00:00,2026-06-16T14:00:00,Completed,1.5,4.6,1.0,No Hire,Statement such despite hot.
review-clean4-clean-INT-0041806,review-clean4-clean-APP-024650,review-clean4-clean-CAND-01867,Technical,2026-06-19T15:00:00,2026-06-19T21:00:00,Completed,2.6,2.0,4.3,Strong Hire,Indeed level order effect.
review-clean4-clean-INT-0041807,review-clean4-clean-APP-024651,review-clean4-clean-CAND-03270,Phone Screen,2026-06-05T15:00:00,,Scheduled,2.0,,,Leaning No,Action cover issue water.
review-clean4-clean-INT-0041808,review-clean4-clean-APP-024653,review-clean4-clean-CAND-03711,Phone Screen,2026-07-05T12:00:00,,Scheduled,4.4,4.0,1.9,No Hire,Wonder some garden reflect wife computer significant.
review-clean4-clean-INT-0041809,review-clean4-clean-APP-024653,review-clean4-clean-CAND-03711,Coding Challenge,2026-07-08T11:00:00,2026-07-08T18:00:00,Completed,2.9,4.9,,Hire,Play machine her glass.
review-clean4-clean-INT-0041810,review-clean4-clean-APP-024653,review-clean4-clean-CAND-03711,Technical,2026-07-07T14:00:00,2026-07-07T18:00:00,Cancelled,,,1.3,Hire,Manage stock cause as hot continue indicate.
review-clean4-clean-INT-0041811,review-clean4-clean-APP-024654,review-clean4-clean-CAND-04596,Phone Screen,2026-07-18T17:00:00,2026-07-19T01:00:00,Completed,4.6,4.6,3.5,Leaning No,
review-clean4-clean-INT-0041812,review-clean4-clean-APP-024654,review-clean4-clean-CAND-04596,Cultural Fit,2026-07-20T16:00:00,,Scheduled,2.9,,4.8,Hire,Seem realize do her.
review-clean4-clean-INT-0041813,review-clean4-clean-APP-024655,review-clean4-clean-CAND-03795,Phone Screen,2026-08-02T10:00:00,2026-08-02T14:00:00,Completed,1.5,4.0,3.2,No Hire,Imagine top kitchen culture word service.
review-clean4-clean-INT-0041814,review-clean4-clean-APP-024655,review-clean4-clean-CAND-03795,Coding Challenge,2026-08-03T11:00:00,2026-08-03T19:00:00,Cancelled,2.5,3.5,1.7,No Hire,Read red name sure son.
review-clean4-clean-INT-0041815,review-clean4-clean-APP-024656,review-clean4-clean-CAND-04545,Phone Screen,2026-07-06T17:00:00,2026-07-06T20:00:00,Completed,2.6,1.5,,Leaning No,Own fast behavior about others.
review-clean4-clean-INT-0041816,review-clean4-clean-APP-024657,review-clean4-clean-CAND-03839,Phone Screen,2026-06-24T17:00:00,2026-06-24T20:00:00,Completed,1.9,1.6,,No Hire,Century class out real popular business respond.
review-clean4-clean-INT-0041817,review-clean4-clean-APP-024657,review-clean4-clean-CAND-03839,Coding Challenge,2026-06-27T14:00:00,2026-06-27T16:00:00,Completed,3.9,,4.0,Hire,Talk room director.
review-clean4-clean-INT-0041818,review-clean4-clean-APP-024657,review-clean4-clean-CAND-03839,Coding Challenge,2026-06-28T16:00:00,2026-06-28T18:00:00,Cancelled,4.8,3.5,4.0,Leaning No,Seem camera attorney for.
review-clean4-clean-INT-0041819,review-clean4-clean-APP-024658,review-clean4-clean-CAND-03768,Phone Screen,2026-08-23T12:00:00,2026-08-23T20:00:00,Completed,,,4.5,No Hire,End own may already growth act present.
review-clean4-clean-INT-0041820,review-clean4-clean-APP-024658,review-clean4-clean-CAND-03768,Phone Screen,2026-08-26T12:00:00,,Scheduled,2.3,4.4,,Hire,About teach including glass machine young.
review-clean4-clean-INT-0041821,review-clean4-clean-APP-024658,review-clean4-clean-CAND-03768,Technical,2026-08-29T10:00:00,2026-08-29T12:00:00,Cancelled,3.8,1.8,4.5,Strong Hire,Choice increase near pretty field.
review-clean4-clean-INT-0041822,review-clean4-clean-APP-024659,review-clean4-clean-CAND-04467,Phone Screen,2026-07-07T14:00:00,2026-07-07T18:00:00,Completed,,,2.2,Leaning No,House political do look laugh.
review-clean4-clean-INT-0041823,review-clean4-clean-APP-024660,review-clean4-clean-CAND-01629,Phone Screen,2026-06-19T15:00:00,2026-06-19T23:00:00,Cancelled,2.6,3.2,3.3,Leaning No,Stay cell like.
review-clean4-clean-INT-0041824,review-clean4-clean-APP-024661,review-clean4-clean-CAND-01881,Phone Screen,2026-07-14T15:00:00,2026-07-14T19:00:00,Completed,3.4,1.8,5.0,Hire,
review-clean4-clean-INT-0041825,review-clean4-clean-APP-024662,review-clean4-clean-CAND-03635,Phone Screen,2026-06-02T12:00:00,2026-06-02T18:00:00,Completed,3.0,4.8,3.7,Leaning No,
review-clean4-clean-INT-0041826,review-clean4-clean-APP-024663,review-clean4-clean-CAND-02852,Phone Screen,2026-08-20T17:00:00,2026-08-21T00:00:00,Completed,4.6,4.9,,Leaning No,Short deep what film eye law him.
review-clean4-clean-INT-0041827,review-clean4-clean-APP-024664,review-clean4-clean-CAND-00104,Phone Screen,2026-06-20T15:00:00,,Scheduled,,2.9,4.3,Hire,
review-clean4-clean-INT-0041828,review-clean4-clean-APP-024665,review-clean4-clean-CAND-02094,Phone Screen,2026-06-29T15:00:00,2026-06-29T17:00:00,Completed,3.7,,,Hire,Account analysis any however.
review-clean4-clean-INT-0041829,review-clean4-clean-APP-024665,review-clean4-clean-CAND-02094,Phone Screen,2026-07-01T11:00:00,2026-07-01T14:00:00,Cancelled,1.2,3.5,,Strong Hire,
review-clean4-clean-INT-0041830,review-clean4-clean-APP-024666,review-clean4-clean-CAND-00014,Phone Screen,2026-07-03T10:00:00,2026-07-03T13:00:00,Completed,2.6,,,Hire,After mention pull enter.
review-clean4-clean-INT-0041831,review-clean4-clean-APP-024666,review-clean4-clean-CAND-00014,Phone Screen,2026-07-06T15:00:00,2026-07-06T18:00:00,Completed,4.7,2.1,4.8,Leaning No,Watch interest front travel personal season attack.
review-clean4-clean-INT-0041832,review-clean4-clean-APP-024667,review-clean4-clean-CAND-00251,Phone Screen,2026-07-02T13:00:00,2026-07-02T20:00:00,Completed,1.5,,,No Hire,Congress affect north measure Mr section.
review-clean4-clean-INT-0041833,review-clean4-clean-APP-024668,review-clean4-clean-CAND-01349,Phone Screen,2026-07-17T13:00:00,,Scheduled,4.8,1.8,1.7,No Hire,Report develop reason explain subject.
review-clean4-clean-INT-0041834,review-clean4-clean-APP-024669,review-clean4-clean-CAND-01766,Phone Screen,2026-07-20T09:00:00,,Scheduled,2.4,3.5,4.7,No Hire,Sign sometimes western whom.
review-clean4-clean-INT-0041835,review-clean4-clean-APP-024669,review-clean4-clean-CAND-01766,Coding Challenge,2026-07-22T08:00:00,2026-07-22T09:00:00,Completed,3.1,3.3,1.3,No Hire,Situation group present wait strong.
review-clean4-clean-INT-0041836,review-clean4-clean-APP-024670,review-clean4-clean-CAND-00645,Phone Screen,2026-07-05T10:00:00,,Scheduled,3.7,3.3,1.5,Hire,Above tell miss trial suffer.
review-clean4-clean-INT-0041837,review-clean4-clean-APP-024670,review-clean4-clean-CAND-00645,Technical,2026-07-07T16:00:00,,Scheduled,4.8,1.9,,No Hire,Sea building trip road instead.
review-clean4-clean-INT-0041838,review-clean4-clean-APP-024671,review-clean4-clean-CAND-04188,Phone Screen,2026-07-31T12:00:00,2026-07-31T18:00:00,Completed,1.2,3.3,4.5,No Hire,
review-clean4-clean-INT-0041839,review-clean4-clean-APP-024671,review-clean4-clean-CAND-04188,Phone Screen,2026-08-01T08:00:00,2026-08-01T10:00:00,Completed,,1.1,2.8,Hire,Sure central sing tough yard example.
review-clean4-clean-INT-0041840,review-clean4-clean-APP-024671,review-clean4-clean-CAND-04188,Final Panel,2026-08-06T10:00:00,2026-08-06T18:00:00,Completed,1.2,3.3,1.1,Hire,Guess rise say PM too heart.
review-clean4-clean-INT-0041841,review-clean4-clean-APP-024672,review-clean4-clean-CAND-00757,Phone Screen,2026-07-23T16:00:00,2026-07-23T23:00:00,Completed,,,4.8,Hire,Wait win story stuff together floor.
review-clean4-clean-INT-0041842,review-clean4-clean-APP-024672,review-clean4-clean-CAND-00757,Coding Challenge,2026-07-25T09:00:00,2026-07-25T10:00:00,Completed,3.1,1.9,1.1,Strong Hire,
review-clean4-clean-INT-0041843,review-clean4-clean-APP-024673,review-clean4-clean-CAND-02465,Phone Screen,2026-08-18T17:00:00,,Scheduled,2.9,2.4,2.4,Leaning No,Everything civil itself second action air too a.
review-clean4-clean-INT-0041844,review-clean4-clean-APP-024673,review-clean4-clean-CAND-02465,Coding Challenge,2026-08-20T16:00:00,,Scheduled,3.8,1.4,3.7,Hire,
review-clean4-clean-INT-0041845,review-clean4-clean-APP-024674,review-clean4-clean-CAND-00172,Phone Screen,2026-07-09T16:00:00,2026-07-09T20:00:00,Completed,3.5,4.4,4.1,Hire,Upon machine feeling particular.
review-clean4-clean-INT-0041846,review-clean4-clean-APP-024674,review-clean4-clean-CAND-00172,Coding Challenge,2026-07-10T09:00:00,2026-07-10T10:00:00,Completed,,4.0,3.8,Hire,Partner majority state under.
review-clean4-clean-INT-0041847,review-clean4-clean-APP-024675,review-clean4-clean-CAND-02533,Phone Screen,2026-06-03T08:00:00,2026-06-03T13:00:00,Completed,,1.8,2.5,Leaning No,No its stock will wear.
review-clean4-clean-INT-0041848,review-clean4-clean-APP-024676,review-clean4-clean-CAND-03805,Phone Screen,2026-06-17T14:00:00,2026-06-17T17:00:00,Cancelled,3.5,1.6,2.2,No Hire,Treat tax meeting any case reality process four.
