onboarding_id,offer_id,application_id,candidate_id,planned_joining_date,actual_joining_date,joining_status,no_join_reason,onboarding_completed
review-clean4-messy-ONB-000496,review-clean4-messy-OFF-001388,review-clean4-messy-APP-020774,review-clean4-messy-CAND-01351,2026-07-16,,joined,,True
review-clean4-messy-ONB-000497,review-clean4-messy-OFF-001389,review-clean4-messy-APP-020777,review-clean4-messy-CAND-03869,2026-09-15,2026-09-15,No Show,Found other offer,False
review-clean4-messy-ONB-000498,review-clean4-messy-OFF-001400,review-clean4-messy-APP-020923,review-clean4-messy-CAND-03010,07/31/2026,,Joined,Personal reasons,False
review-clean4-messy-ONB-000499,review-clean4-messy-OFF-001403,review-clean4-messy-APP-020983,review-clean4-messy-CAND-01678,08/17/2026,2026-08-19,Joined,,False
review-clean4-messy-ONB-000500,review-clean4-messy-OFF-001407,review-clean4-messy-APP-021029,review-clean4-messy-CAND-02129,10/21/2026,,Postponed,,True
review-clean4-messy-ONB-000501,review-clean4-messy-OFF-001408,review-clean4-messy-APP-021052,review-clean4-messy-CAND-02400,2026-09-05,2026-09-10,Joined,,True
review-clean4-messy-ONB-000502,review-clean4-messy-OFF-001410,review-clean4-messy-APP-021123,review-clean4-messy-CAND-00435,2026-08-16,2026-08-20,Cancelled,Found other offer,True
review-clean4-messy-ONB-000503,review-clean4-messy-OFF-001415,review-clean4-messy-APP-021141,review-clean4-messy-CAND-02685,2026-10-13,2026-10-14,Joined,,false
review-clean4-messy-ONB-000504,review-clean4-messy-OFF-001416,review-clean4-messy-APP-021154,review-clean4-messy-CAND-02110,2026-08-14,2026-08-13,Postponed,,YES
review-clean4-messy-ONB-000505,review-clean4-messy-OFF-001417,review-clean4-messy-APP-021173,review-clean4-messy-CAND-04605,09/05/2026,2026-09-06,Postponed,,True
review-clean4-messy-ONB-000506,review-clean4-messy-OFF-001424,review-clean4-messy-APP-021271,review-clean4-messy-CAND-00163,2026-10-05,2026-10-05,Joined,,false
review-clean4-messy-ONB-000507,review-clean4-messy-OFF-001425,review-clean4-messy-APP-021287,review-clean4-messy-CAND-02144,2026-08-02,,Joined,Found other offer,YES
review-clean4-messy-ONB-000508,review-clean4-messy-OFF-001426,review-clean4-messy-APP-021305,review-clean4-messy-CAND-03970,2026-08-27,,Postponed,Found other offer,True
review-clean4-messy-ONB-000509,review-clean4-messy-OFF-001429,review-clean4-messy-APP-021362,review-clean4-messy-CAND-00319,2026-10-03,10/03/2026,Cancelled,,False
review-clean4-messy-ONB-000510,review-clean4-messy-OFF-001430,review-clean4-messy-APP-021378,review-clean4-messy-CAND-00892,2026-09-26,,Postponed,,true
review-clean4-messy-ONB-000511,review-clean4-messy-OFF-001438,review-clean4-messy-APP-021451,review-clean4-messy-CAND-02887,2026-07-21,2026-07-23,Cancelled,,False
review-clean4-messy-ONB-000512,review-clean4-messy-OFF-001444,review-clean4-messy-APP-021622,review-clean4-messy-CAND-02040,08/23/2026,2026-08-27,Offer accepted,,True
review-clean4-messy-ONB-000513,review-clean4-messy-OFF-001447,review-clean4-messy-APP-021670,review-clean4-messy-CAND-02287,07/06/2026,,Joined,,true
review-clean4-messy-ONB-000514,review-clean4-messy-OFF-001449,review-clean4-messy-APP-021716,review-clean4-messy-CAND-01384,2026-07-31,2026-08-04,Postponed,,False
review-clean4-messy-ONB-000515,review-clean4-messy-OFF-001451,review-clean4-messy-APP-021776,review-clean4-messy-CAND-04318,2026-08-28,,No Show,,No
review-clean4-messy-ONB-000516,review-clean4-messy-OFF-001454,review-clean4-messy-APP-021800,review-clean4-messy-CAND-04589,09/18/2026,2026-09-16,No Show,Found other offer,false
review-clean4-messy-ONB-000517,review-clean4-messy-OFF-001465,review-clean4-messy-APP-021997,review-clean4-messy-CAND-01766,08/14/2026,2026-08-18,No Show,,No
review-clean4-messy-ONB-000518,review-clean4-messy-OFF-001466,review-clean4-messy-APP-021998,review-clean4-messy-CAND-04851,2026-08-08,2026-08-07,No Show,,True
review-clean4-messy-ONB-000519,review-clean4-messy-OFF-001468,review-clean4-messy-APP-022054,review-clean4-messy-CAND-04671,09/28/2026,,Joined,,YES
review-clean4-messy-ONB-000520,review-clean4-messy-OFF-001470,review-clean4-messy-APP-022072,review-clean4-messy-CAND-01183,09/15/2026,2026-09-20,Joined,,true
review-clean4-messy-ONB-000521,review-clean4-messy-OFF-001471,review-clean4-messy-APP-022078,review-clean4-messy-CAND-04460,2026-08-11,08/13/2026,Cancelled,,false
review-clean4-messy-ONB-000522,review-clean4-messy-OFF-001475,review-clean4-messy-APP-022139,review-clean4-messy-CAND-00186,2026-10-17,2026-10-18,Joined,,True
review-clean4-messy-ONB-000523,review-clean4-messy-OFF-001480,review-clean4-messy-APP-022202,review-clean4-messy-CAND-04847,2026-10-03,2026-10-06,No Show,,True
review-clean4-messy-ONB-000524,review-clean4-messy-OFF-001481,review-clean4-messy-APP-022213,review-clean4-messy-CAND-04089,2026-09-16,2026-09-21,Joined,Found other offer,False
review-clean4-messy-ONB-000525,review-clean4-messy-OFF-001486,review-clean4-messy-APP-022379,review-clean4-messy-CAND-02548,2026-09-16,,Done,,False
review-clean4-messy-ONB-000526,review-clean4-messy-OFF-001487,review-clean4-messy-APP-022398,review-clean4-messy-CAND-01531,2026-09-26,,CANCELLED,,False
review-clean4-messy-ONB-000527,review-clean4-messy-OFF-001490,review-clean4-messy-APP-022444,review-clean4-messy-CAND-00130,2026-08-12,,No Show,,False
review-clean4-messy-ONB-000528,review-clean4-messy-OFF-001494,review-clean4-messy-APP-022471,review-clean4-messy-CAND-01703,2026-08-16,,Postponed,,True
review-clean4-messy-ONB-000529,review-clean4-messy-OFF-001495,review-clean4-messy-APP-022476,review-clean4-messy-CAND-04934,2026-08-28,2026-09-02,Postponed,Found other offer,True
review-clean4-messy-ONB-000530,review-clean4-messy-OFF-001496,review-clean4-messy-APP-022487,review-clean4-messy-CAND-00700,2026-10-13,2026-10-17,Done,,No
review-clean4-messy-ONB-000531,review-clean4-messy-OFF-001499,review-clean4-messy-APP-022502,review-clean4-messy-CAND-01739,2026-09-03,2026-09-07,Joined,,False
review-clean4-messy-ONB-000532,review-clean4-messy-OFF-001502,review-clean4-messy-APP-022519,review-clean4-messy-CAND-02251,10/10/2026,2026-10-08,No Show,,True
review-clean4-messy-ONB-000533,review-clean4-messy-OFF-001504,review-clean4-messy-APP-022543,review-clean4-messy-CAND-04584,2026-10-04,10/09/2026,Cancelled,,False
review-clean4-messy-ONB-000534,review-clean4-messy-OFF-001515,review-clean4-messy-APP-022707,review-clean4-messy-CAND-01900,2026-08-27,2026-09-01,JOINED,,False
review-clean4-messy-ONB-000535,review-clean4-messy-OFF-001516,review-clean4-messy-APP-022709,review-clean4-messy-CAND-04572,2026-10-15,2026-10-13,Joined,,True
review-clean4-messy-ONB-000536,review-clean4-messy-OFF-001520,review-clean4-messy-APP-022724,review-clean4-messy-CAND-01915,2026-07-24,2026-07-24,No Show,,True
review-clean4-messy-ONB-000537,review-clean4-messy-OFF-001522,review-clean4-messy-APP-022740,review-clean4-messy-CAND-03930,07/23/2026,,No Show,Found other offer,False
review-clean4-messy-ONB-000538,review-clean4-messy-OFF-001524,review-clean4-messy-APP-022761,review-clean4-messy-CAND-02992,07/21/2026,2026-07-24,Cancelled,Found other offer,False
review-clean4-messy-ONB-000539,review-clean4-messy-OFF-001525,review-clean4-messy-APP-022762,review-clean4-messy-CAND-01135,2026-08-07,,Postponed,,True
review-clean4-messy-ONB-000540,review-clean4-messy-OFF-001531,review-clean4-messy-APP-022898,review-clean4-messy-CAND-03706,2026-09-10,,Joined,,True
review-clean4-messy-ONB-000541,review-clean4-messy-OFF-001533,review-clean4-messy-APP-022947,review-clean4-messy-CAND-01684,2026-10-04,2026-10-05,Postponed,,No
review-clean4-messy-ONB-000542,review-clean4-messy-OFF-001534,review-clean4-messy-APP-022996,review-clean4-messy-CAND-02797,2026-10-11,2026-10-09,Postponed,,True
review-clean4-messy-ONB-000543,review-clean4-messy-OFF-001535,review-clean4-messy-APP-023005,review-clean4-messy-CAND-03986,2026-09-26,,Cancelled,,False
review-clean4-messy-ONB-000544,review-clean4-messy-OFF-001536,review-clean4-messy-APP-023007,review-clean4-messy-CAND-03310,2026-10-12,10/12/2026,Postponed,Personal reasons,False
review-clean4-messy-ONB-000545,review-clean4-messy-OFF-001540,review-clean4-messy-APP-023026,review-clean4-messy-CAND-02338,10/07/2026,2026-10-07,Joined,,true
review-clean4-messy-ONB-000546,review-clean4-messy-OFF-001541,review-clean4-messy-APP-023055,review-clean4-messy-CAND-04992,2026-08-04,2026-08-07,Rejected,,False
review-clean4-messy-ONB-000547,review-clean4-messy-OFF-001542,review-clean4-messy-APP-023083,review-clean4-messy-CAND-04474,2026-08-29,2026-08-28,Offer accepted,,True
review-clean4-messy-ONB-000548,review-clean4-messy-OFF-001544,review-clean4-messy-APP-023155,review-clean4-messy-CAND-04480,2026-08-25,,JOINED,,True
review-clean4-messy-ONB-000549,review-clean4-messy-OFF-001547,review-clean4-messy-APP-023205,review-clean4-messy-CAND-00381,2026-10-03,2026-10-04,Rejected,,True
review-clean4-messy-ONB-000550,review-clean4-messy-OFF-001554,review-clean4-messy-APP-023320,review-clean4-messy-CAND-03655,2026-08-18,2026-08-21,No Show,,False
review-clean4-messy-ONB-000551,review-clean4-messy-OFF-001557,review-clean4-messy-APP-023346,review-clean4-messy-CAND-03403,2026-08-31,,Joined,Found other offer,True
review-clean4-messy-ONB-000552,review-clean4-messy-OFF-001560,review-clean4-messy-APP-023387,review-clean4-messy-CAND-01273,2026-08-22,2026-08-25,Joined,Personal reasons,False
review-clean4-messy-ONB-000553,review-clean4-messy-OFF-001561,review-clean4-messy-APP-023420,review-clean4-messy-CAND-03084,2026-08-22,2026-08-23,No hire,,False
review-clean4-messy-ONB-000554,review-clean4-messy-OFF-001565,review-clean4-messy-APP-023513,review-clean4-messy-CAND-00687,2026-10-13,,Postponed,,False
review-clean4-messy-ONB-000555,review-clean4-messy-OFF-001567,review-clean4-messy-APP-023552,review-clean4-messy-CAND-01407,2026-09-18,2026-09-23,Cancelled,,True
review-clean4-messy-ONB-000556,review-clean4-messy-OFF-001578,review-clean4-messy-APP-023799,review-clean4-messy-CAND-03571,2026-08-31,2026-08-30,JOINED,,False
review-clean4-messy-ONB-000557,review-clean4-messy-OFF-001581,review-clean4-messy-APP-023826,review-clean4-messy-CAND-00064,2026-08-10,08/13/2026,Joined,Found other offer,true
review-clean4-messy-ONB-000558,review-clean4-messy-OFF-001585,review-clean4-messy-APP-023860,review-clean4-messy-CAND-02236,2026-09-06,2026-09-11,Joined,,False
review-clean4-messy-ONB-000559,review-clean4-messy-OFF-001587,review-clean4-messy-APP-023892,review-clean4-messy-CAND-01264,2026-08-05,,Cancelled,,True
review-clean4-messy-ONB-000560,review-clean4-messy-OFF-001589,review-clean4-messy-APP-023913,review-clean4-messy-CAND-04081,2026-09-15,2026-09-20,Offer accepted,,False
review-clean4-messy-ONB-000561,review-clean4-messy-OFF-001590,review-clean4-messy-APP-023918,review-clean4-messy-CAND-00665,09/17/2026,09/21/2026,No Show,,True
review-clean4-messy-ONB-000562,review-clean4-messy-OFF-001593,review-clean4-messy-APP-023945,review-clean4-messy-CAND-02406,2026-08-15,08/15/2026,No Show,,YES
review-clean4-messy-ONB-000563,review-clean4-messy-OFF-001595,review-clean4-messy-APP-024031,review-clean4-messy-CAND-03216,10/17/2026,2026-10-15,Joined,,True
review-clean4-messy-ONB-000564,review-clean4-messy-OFF-001596,review-clean4-messy-APP-024042,review-clean4-messy-CAND-02956,2026-08-03,,Postponed,,True
review-clean4-messy-ONB-000565,review-clean4-messy-OFF-001597,review-clean4-messy-APP-024043,review-clean4-messy-CAND-03751,2026-08-09,08/14/2026,Postponed,,False
review-clean4-messy-ONB-000566,review-clean4-messy-OFF-001598,review-clean4-messy-APP-024048,review-clean4-messy-CAND-02527,09/17/2026,,Cancelled,,No
review-clean4-messy-ONB-000567,review-clean4-messy-OFF-001599,review-clean4-messy-APP-024084,review-clean4-messy-CAND-00436,10/01/2026,2026-10-03,Joined,,True
review-clean4-messy-ONB-000568,review-clean4-messy-OFF-001600,review-clean4-messy-APP-024091,review-clean4-messy-CAND-02243,08/07/2026,,Joined,Found other offer,False
review-clean4-messy-ONB-000569,review-clean4-messy-OFF-001601,review-clean4-messy-APP-024097,review-clean4-messy-CAND-00760,2026-08-22,,No Show,,True
review-clean4-messy-ONB-000570,review-clean4-messy-OFF-001604,review-clean4-messy-APP-024120,review-clean4-messy-CAND-04495,2026-07-28,2026-08-01,No Show,Found other offer,False
review-clean4-messy-ONB-000571,review-clean4-messy-OFF-001608,review-clean4-messy-APP-024162,review-clean4-messy-CAND-04210,08/26/2026,2026-08-26,No Show,,YES
review-clean4-messy-ONB-000572,review-clean4-messy-OFF-001612,review-clean4-messy-APP-024251,review-clean4-messy-CAND-03789,07/15/2026,,Rejected,,False
review-clean4-messy-ONB-000573,review-clean4-messy-OFF-001613,review-clean4-messy-APP-024262,review-clean4-messy-CAND-01331,2026-08-17,,Joined,,True
review-clean4-messy-ONB-000574,review-clean4-messy-OFF-001615,review-clean4-messy-APP-024285,review-clean4-messy-CAND-02039,2026-09-12,,No Show,,True
review-clean4-messy-ONB-000575,review-clean4-messy-OFF-001622,review-clean4-messy-APP-024334,review-clean4-messy-CAND-03720,07/18/2026,,Joined,,YES
review-clean4-messy-ONB-000576,review-clean4-messy-OFF-001625,review-clean4-messy-APP-024382,review-clean4-messy-CAND-04472,09/24/2026,,Rejected,Found other offer,True
review-clean4-messy-ONB-000577,review-clean4-messy-OFF-001626,review-clean4-messy-APP-024417,review-clean4-messy-CAND-03716,2026-08-06,2026-08-04,Joined,Found other offer,True
review-clean4-messy-ONB-000578,review-clean4-messy-OFF-001628,review-clean4-messy-APP-024430,review-clean4-messy-CAND-00321,2026-09-07,2026-09-06,Joined,,False
review-clean4-messy-ONB-000579,review-clean4-messy-OFF-001634,review-clean4-messy-APP-024515,review-clean4-messy-CAND-01594,09/18/2026,,Joined,Found other offer,true
review-clean4-messy-ONB-000580,review-clean4-messy-OFF-001635,review-clean4-messy-APP-024526,review-clean4-messy-CAND-00771,2026-08-06,,Joined,,True
review-clean4-messy-ONB-000581,review-clean4-messy-OFF-001636,review-clean4-messy-APP-024537,review-clean4-messy-CAND-03310,09/01/2026,,No Show,,No
review-clean4-messy-ONB-000582,review-clean4-messy-OFF-001639,review-clean4-messy-APP-024564,review-clean4-messy-CAND-02944,2026-09-30,,Joined,,True
review-clean4-messy-ONB-000583,review-clean4-messy-OFF-001640,review-clean4-messy-APP-024568,review-clean4-messy-CAND-04433,2026-08-25,,Cancelled,,False
review-clean4-messy-ONB-000584,review-clean4-messy-OFF-001643,review-clean4-messy-APP-024579,review-clean4-messy-CAND-03087,2026-08-07,2026-08-08,Offer accepted,,False
review-clean4-messy-ONB-000585,review-clean4-messy-OFF-001645,review-clean4-messy-APP-024646,review-clean4-messy-CAND-04852,08/30/2026,08/30/2026,Cancelled,,YES
review-clean4-messy-ONB-000586,review-clean4-messy-OFF-001646,review-clean4-messy-APP-024657,review-clean4-messy-CAND-03839,2026-08-04,2026-08-05,No Show, Found other offer ,False
review-clean4-messy-ONB-000587,review-clean4-messy-OFF-001647,review-clean4-messy-APP-024658,review-clean4-messy-CAND-03768,2026-10-23,2026-10-22,Joined,,True
review-clean4-messy-ONB-000588,review-clean4-messy-OFF-001651,review-clean4-messy-APP-024729,review-clean4-messy-CAND-03413,2026-07-24,2026-07-26,no show,Found other offer,true
review-clean4-messy-ONB-000589,review-clean4-messy-OFF-001653,review-clean4-messy-APP-024746,review-clean4-messy-CAND-03772,2026-10-12,2026-10-14,Joined,,False
review-clean4-messy-ONB-000590,review-clean4-messy-OFF-001656,review-clean4-messy-APP-024782,review-clean4-messy-CAND-04274,2026-07-28,2026-07-29,Rejected,,False
review-clean4-messy-ONB-000591,review-clean4-messy-OFF-001660,review-clean4-messy-APP-024813,review-clean4-messy-CAND-00510,2026-09-20,2026-09-22,No Show,,true
review-clean4-messy-ONB-000592,review-clean4-messy-OFF-001661,review-clean4-messy-APP-024818,review-clean4-messy-CAND-01736,2026-07-23,2026-07-23,Rejected,,True
review-clean4-messy-ONB-000593,review-clean4-messy-OFF-001662,review-clean4-messy-APP-024837,review-clean4-messy-CAND-00834,09/01/2026,2026-09-01,Joined,,False
review-clean4-messy-ONB-000594,review-clean4-messy-OFF-001665,review-clean4-messy-APP-024885,review-clean4-messy-CAND-03429,2026-08-24,2026-08-24,Cancelled,Personal reasons,false
review-clean4-messy-ONB-000595,review-clean4-messy-OFF-001671,review-clean4-messy-APP-024969,review-clean4-messy-CAND-02152,2026-07-31,2026-08-02,No Show, Personal reasons ,True
review-clean4-messy-ONB-000596,review-clean4-messy-OFF-001673,review-clean4-messy-APP-024991,review-clean4-messy-CAND-04639,2026-07-31,,No Show,Found other offer,True
