interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-messy-INT-0031436,review-clean4-messy-APP-018518,review-clean4-messy-CAND-02143,Phone Screen,08/10T08:00:00/2026,2026-08-10T12:00:00,Completed,  ,1.9,2.3,,
review-clean4-messy-INT-0031437,review-clean4-messy-APP-018519,review-clean4-messy-CAND-00028,Phone Screen,06/09T16:00:00/2026,2026-06-09T21:00:00,Completed, 1.1 ,4.8,3.2,Hire,
review-clean4-messy-INT-0031438,review-clean4-messy-APP-018519,review-clean4-messy-CAND-00028,Coding Challenge,2026-06-10T16:00:00,,Scheduled,2.7,2.9,,Strong Hire,Represent brother when will.
review-clean4-messy-INT-0031439,review-clean4-messy-APP-018520,review-clean4-messy-CAND-03567,Phone Screen,07/27T12:00:00/2026,,Cancelled,,,3.2,leaning no,Mother idea management bed.
review-clean4-messy-INT-0031440,review-clean4-messy-APP-018520,review-clean4-messy-CAND-03567,Technical,07/29T10:00:00/2026,07/29T15:00:00/2026,Cancelled,4.0,2.8,4.7,,
review-clean4-messy-INT-0031441,review-clean4-messy-APP-018522,review-clean4-messy-CAND-02314,Phone Screen,2026-07-12T14:00:00,2026-07-12T15:00:00,No hire,4.8,3.4,1.8,,Usually chance ok continue court maybe government.
review-clean4-messy-INT-0031442,review-clean4-messy-APP-018522,review-clean4-messy-CAND-02314,Technical,07/14T11:00:00/2026,2026-07-14T18:00:00,Cancelled,2.5,1.8,2.8,Leaning No,Citizen ever matter face culture.
review-clean4-messy-INT-0031443,review-clean4-messy-APP-018522,review-clean4-messy-CAND-02314,Final Panel,2026-07-14T16:00:00,,SCHEDULED,2.9,N/A,2.8,No Hire,World Congress budget threat necessary through.
review-clean4-messy-INT-0031444,review-clean4-messy-APP-018523,review-clean4-messy-CAND-02894, Phone Screen ,07/14T15:00:00/2026,2026-07-14T20:00:00,Completed,1.0,1.5,1.5,No Hire,Eight hard cell.
review-clean4-messy-INT-0031445,review-clean4-messy-APP-018523,review-clean4-messy-CAND-02894,Technical,2026-07-16T13:00:00,2026-07-16T15:00:00,Cancelled,2.0,1.9,3.2,Strong Hire,Former work agency soon personal blood race.
review-clean4-messy-INT-0031446,review-clean4-messy-APP-018524,review-clean4-messy-CAND-00708,HR Round,2026-06-17T09:00:00,2026-06-17T12:00:00,Cancelled,2.2,4.7,NaN,Hire,
review-clean4-messy-INT-0031447,review-clean4-messy-APP-018524,review-clean4-messy-CAND-00708,Cultural Fit,2026-06-18T15:00:00,,Cancelled,2.4,  ,,Hire,
review-clean4-messy-INT-0031448,review-clean4-messy-APP-018524,review-clean4-messy-CAND-00708,Phone Screen,2026-06-21T13:00:00,2026-06-21T14:00:00,Completed,  ,,2.4,Strong Hire,Visit factor common.
review-clean4-messy-INT-0031449,review-clean4-messy-APP-018525,review-clean4-messy-CAND-01175, Phone Screen ,2026-06-17T11:00:00,2026-06-17T16:00:00,Completed,4.4,foo,,Leaning No, Require loss energy above hair us. 
review-clean4-messy-INT-0031450,review-clean4-messy-APP-018526,review-clean4-messy-CAND-01249,Phone Screen,07/15T17:00:00/2026,,Scheduled,4.3,N/A,foo,,Loss structure fall so operation force among.
review-clean4-messy-INT-0031451,review-clean4-messy-APP-018526,review-clean4-messy-CAND-01249,Coding Challenge,2026-07-17T14:00:00,2026-07-17T15:00:00,Completed,foo,N/A,,Leaning No,
review-clean4-messy-INT-0031452,review-clean4-messy-APP-018526,review-clean4-messy-CAND-01249,Coding Challenge,2026-07-21T13:00:00,,Rejected,2.4,1.7,2.5,, Buy husband view. 
review-clean4-messy-INT-0031453,review-clean4-messy-APP-018526,review-clean4-messy-CAND-01249,Final Panel,07/24T11:00:00/2026,2026-07-24T19:00:00,Completed,3.7,2.8,2.6,Hire,Mr beautiful father debate kid various environmental art.
review-clean4-messy-INT-0031454,review-clean4-messy-APP-018527,review-clean4-messy-CAND-01703,Phone Screen,2026-06-05T13:00:00,,Scheduled,,4.4,1.8,Hire,Know always beautiful call executive hundred people.
review-clean4-messy-INT-0031455,review-clean4-messy-APP-018527,review-clean4-messy-CAND-01703,Technical,2026-06-08T10:00:00,2026-06-08T11:00:00,Completed,,N/A,,Hire,
review-clean4-messy-INT-0031456,review-clean4-messy-APP-018528,review-clean4-messy-CAND-01007,Phone Screen,06/22T12:00:00/2026,06/22T13:00:00/2026,Cancelled,N/A,1.7,4.1,Hire,Purpose wide model occur language only.
review-clean4-messy-INT-0031457,review-clean4-messy-APP-018529,review-clean4-messy-CAND-02950,Phone Screen,2026-06-27T13:00:00,2026-06-27T20:00:00,Cancelled, 1.1 ,1.2,4.3,No Hire,Later realize five evening.
review-clean4-messy-INT-0031458,review-clean4-messy-APP-018529,review-clean4-messy-CAND-02950,Technical,06/30T14:00:00/2026,,Scheduled,2.0,NaN,,hire,Both major win success poor compare.
review-clean4-messy-INT-0031459,review-clean4-messy-APP-018529,review-clean4-messy-CAND-02950,Final Panel,2026-06-29T13:00:00,,scheduled,3.6,4.4,3.9,leaning no,Hope high network even able sister.
review-clean4-messy-INT-0031460,review-clean4-messy-APP-018530,review-clean4-messy-CAND-00073,Phone Screen,2026-08-05T12:00:00,2026-08-05T16:00:00,Cancelled,,4.9,2.0,No Hire,Believe vote challenge interesting.
review-clean4-messy-INT-0031461,review-clean4-messy-APP-018530,review-clean4-messy-CAND-00073,Cultural Fit,2026-08-06T08:00:00,,Cancelled,N/A,,2.3,hire,
review-clean4-messy-INT-0031462,review-clean4-messy-APP-018531,review-clean4-messy-CAND-02881,Phone Screen,2026-06-16T17:00:00,2026-06-17T01:00:00,Cancelled,NaN,,2.0,Strong Hire,
review-clean4-messy-INT-0031463,review-clean4-messy-APP-018532,review-clean4-messy-CAND-02966,phone screen,08/12T16:00:00/2026,2026-08-13T00:00:00,No hire,N/A,NaN,1.5,Hire,First wonder travel oil with arm.
review-clean4-messy-INT-0031464,review-clean4-messy-APP-018532,review-clean4-messy-CAND-02966,Final Panel,2026-08-13T17:00:00,,Scheduled,2.0,1.1,4.2,Leaning No,
review-clean4-messy-INT-0031465,review-clean4-messy-APP-018533,review-clean4-messy-CAND-03943,Phone Screen,2026-06-22T08:00:00,,Scheduled,3.2, 2.8 ,1.7,Hire,Personal paper commercial.
review-clean4-messy-INT-0031466,review-clean4-messy-APP-018533,review-clean4-messy-CAND-03943,Final Panel,2026-06-23T15:00:00,,Completed,3.7,2.3,4.2,hire,
review-clean4-messy-INT-0031467,review-clean4-messy-APP-018534,review-clean4-messy-CAND-03013,Phone Screen,2026-08-22T14:00:00,2026-08-22T20:00:00,Completed,2.4,2.0,2.0,Hire,
review-clean4-messy-INT-0031468,review-clean4-messy-APP-018534,review-clean4-messy-CAND-03013, Coding Challenge ,2026-08-23T17:00:00,2026-08-23T21:00:00,Joined,2.3,  ,1.0,Leaning No,
review-clean4-messy-INT-0031469,review-clean4-messy-APP-018536,review-clean4-messy-CAND-04183,Final Panel,06/20T13:00:00/2026,,Scheduled, 3.4 ,2.9,,Hire,Employee though work soon dark.
review-clean4-messy-INT-0031470,review-clean4-messy-APP-018536,review-clean4-messy-CAND-04183,HR Round,2026-06-23T12:00:00,,Scheduled,,3.2,2.6,No Hire,One mouth accept try.
review-clean4-messy-INT-0031471,review-clean4-messy-APP-018537,review-clean4-messy-CAND-04306,Phone Screen,2026-08-19T12:00:00,,Scheduled,2.0,,,No Hire,Arrive service record run phone ahead.
review-clean4-messy-INT-0031472,review-clean4-messy-APP-018538,review-clean4-messy-CAND-00109,HR Round,2026-07-12T14:00:00,,Scheduled,foo,1.2,4.3,Hire,
review-clean4-messy-INT-0031473,review-clean4-messy-APP-018539,review-clean4-messy-CAND-03857,Phone Screen,2026-06-24T08:00:00,2026-06-24T10:00:00,Completed,5.0,,2.7,hire,Green none financial character weight page feel gun.
review-clean4-messy-INT-0031474,review-clean4-messy-APP-018539,review-clean4-messy-CAND-03857,Coding Challenge,2026-06-25T13:00:00,2026-06-25T15:00:00,Cancelled,3.6, 1.8 ,N/A,No Hire,
review-clean4-messy-INT-0031475,review-clean4-messy-APP-018540,review-clean4-messy-CAND-03206,Phone Screen,07/21T14:00:00/2026,2026-07-21T21:00:00,Completed,3.4,,2.4,Hire,Mind opportunity member could yard democratic.
review-clean4-messy-INT-0031476,review-clean4-messy-APP-018541,review-clean4-messy-CAND-02514,Phone Screen,2026-08-02T13:00:00,2026-08-02T18:00:00,Completed,  ,1.7,1.0,Hire,
review-clean4-messy-INT-0031477,review-clean4-messy-APP-018541,review-clean4-messy-CAND-02514,Cultural Fit,2026-08-03T12:00:00,2026-08-03T17:00:00,Offer accepted,4.7,4.1,,Hire,Study president site avoid send bill.
review-clean4-messy-INT-0031478,review-clean4-messy-APP-018542,review-clean4-messy-CAND-01511,Phone Screen,2026-05-25T10:00:00,,Scheduled,4.4,2.8,2.9,no hire,Able page ability blue discuss model occur.
review-clean4-messy-INT-0031479,review-clean4-messy-APP-018542,review-clean4-messy-CAND-01511,Coding Challenge,05/26T13:00:00/2026,2026-05-26T15:00:00,Completed,4.4,3.7,1.0,No Hire,
review-clean4-messy-INT-0031480,review-clean4-messy-APP-018543,review-clean4-messy-CAND-01736,Phone Screen,2026-08-15T14:00:00,2026-08-15T16:00:00,Completed,,N/A,3.4,Hire,
review-clean4-messy-INT-0031481,review-clean4-messy-APP-018543,review-clean4-messy-CAND-01736,Coding Challenge,2026-08-16T13:00:00,,Scheduled,4.8,1.5,3.6,hire, Know development lawyer box decision. 
review-clean4-messy-INT-0031482,review-clean4-messy-APP-018544,review-clean4-messy-CAND-00863, Phone Screen ,2026-06-28T09:00:00,,Scheduled,2.1,4.5,2.1,Leaning No,
review-clean4-messy-INT-0031483,review-clean4-messy-APP-018545,review-clean4-messy-CAND-01241,Final Panel,2026-07-13T11:00:00,,Scheduled,1.7,1.6,3.7,Maybe, Such degree present. 
review-clean4-messy-INT-0031484,review-clean4-messy-APP-018546,review-clean4-messy-CAND-01298,Phone Screen,07/13T13:00:00/2026,2026-07-13T21:00:00,Completed,1.4,3.4,,Hire,Every budget moment message gun fall such.
review-clean4-messy-INT-0031485,review-clean4-messy-APP-018547,review-clean4-messy-CAND-01998,Phone Screen,2026-05-27T15:00:00,05/27T20:00:00/2026,Completed,N/A,4.9,NaN,Leaning No,
review-clean4-messy-INT-0031486,review-clean4-messy-APP-018547,review-clean4-messy-CAND-01998,Phone Screen,2026-05-30T13:00:00,2026-05-30T15:00:00,Completed,3.8,,3.4,Hire,
review-clean4-messy-INT-0031487,review-clean4-messy-APP-018548,review-clean4-messy-CAND-01028,Phone Screen,07/11T11:00:00/2026,07/11T14:00:00/2026,Completed,,,3.2,No Hire,Forget agree loss seat third measure number.
review-clean4-messy-INT-0031488,review-clean4-messy-APP-018548,review-clean4-messy-CAND-01028,Final Panel,2026-07-12T11:00:00,2026-07-12T15:00:00,Completed, 4.5 ,2.4, 3.4 ,Leaning No,Range industry sound firm year election amount who.
review-clean4-messy-INT-0031489,review-clean4-messy-APP-018549,review-clean4-messy-CAND-03519,phone screen,08/03T14:00:00/2026,2026-08-03T20:00:00,Offer accepted,,3.3,4.3,Strong Hire,Source explain point word especially each available.
review-clean4-messy-INT-0031490,review-clean4-messy-APP-018549,review-clean4-messy-CAND-03519,Phone Screen,2026-08-06T10:00:00,,Completed,,4.1,3.0,Hire,Both human well music society.
review-clean4-messy-INT-0031491,review-clean4-messy-APP-018549,review-clean4-messy-CAND-03519,Coding Challenge,2026-08-09T15:00:00,2026-08-09T21:00:00,Joined,  ,3.7,NaN,No Hire,
review-clean4-messy-INT-0031492,review-clean4-messy-APP-018550,review-clean4-messy-CAND-03559,Phone Screen,2026-07-25T13:00:00,,Scheduled,,1.2,N/A,Hire,Radio note movement example red establish reach.
review-clean4-messy-INT-0031493,review-clean4-messy-APP-018550,review-clean4-messy-CAND-03559,Final Panel,07/27T12:00:00/2026,2026-07-27T14:00:00,Completed,N/A,3.5,1.8,No Hire,Skin court bad own.
review-clean4-messy-INT-0031494,review-clean4-messy-APP-018551,review-clean4-messy-CAND-02751,Phone Screen,2026-07-02T11:00:00,2026-07-02T17:00:00,Completed,4.4,foo,1.5,Strong Hire,
review-clean4-messy-INT-0031495,review-clean4-messy-APP-018551,review-clean4-messy-CAND-02751,Phone Screen,2026-07-05T08:00:00,2026-07-05T16:00:00,Completed,N/A,  ,3.8,No Hire,Training action behavior new.
review-clean4-messy-INT-0031496,review-clean4-messy-APP-018552,review-clean4-messy-CAND-04168,Final Panel,2026-08-26T16:00:00,,Scheduled, 3.4 ,4.4,2.5,No Hire,Least world music recently tonight scientist.
review-clean4-messy-INT-0031497,review-clean4-messy-APP-018552,review-clean4-messy-CAND-04168,Coding Challenge,2026-08-28T17:00:00,,Scheduled,2.1,4.6,2.2,Strong Hire,Miss thought film but source prove.
review-clean4-messy-INT-0031498,review-clean4-messy-APP-018552,review-clean4-messy-CAND-04168,Phone Screen,08/28T11:00:00/2026,08/28T17:00:00/2026,Cancelled,3.6,1.9,3.0,Hire, Always trouble she team reach. 
review-clean4-messy-INT-0031499,review-clean4-messy-APP-018553,review-clean4-messy-CAND-04757,HR Round,2026-06-10T11:00:00,,Joined,1.7,, 4.8 ,Hire, Upon political change method writer kid five. 
review-clean4-messy-INT-0031500,review-clean4-messy-APP-018554,review-clean4-messy-CAND-03153,Final Panel,08/15T08:00:00/2026,2026-08-15T09:00:00,Completed,1.1,3.0,4.8,Leaning No, With house better laugh garden. 
review-clean4-messy-INT-0031501,review-clean4-messy-APP-018555,review-clean4-messy-CAND-03751,Phone Screen,2026-06-16T11:00:00,2026-06-16T14:00:00,Completed,foo,,1.1,No Hire,Every no national wall major.
review-clean4-messy-INT-0031502,review-clean4-messy-APP-018556,review-clean4-messy-CAND-04781,Phone Screen,2026-06-30T14:00:00,06/30T21:00:00/2026,Joined,,  ,1.3,Hire,Oil very possible statement approach establish.
review-clean4-messy-INT-0031503,review-clean4-messy-APP-018556,review-clean4-messy-CAND-04781,Technical,2026-07-02T14:00:00,2026-07-02T18:00:00,Completed,foo,2.4,,Leaning No,Enough maybe city total turn family.
review-clean4-messy-INT-0031504,review-clean4-messy-APP-018557,review-clean4-messy-CAND-04712, Phone Screen ,2026-06-08T15:00:00,2026-06-08T18:00:00,Completed,,,NaN,Leaning No,
review-clean4-messy-INT-0031505,review-clean4-messy-APP-018557,review-clean4-messy-CAND-04712,Cultural Fit,2026-06-09T15:00:00,,Scheduled,4.9,1.2,NaN,Hire,Challenge tough above.
review-clean4-messy-INT-0031506,review-clean4-messy-APP-018557,review-clean4-messy-CAND-04712,Cultural Fit,06/10T17:00:00/2026,2026-06-11T01:00:00,Completed,1.1,  ,2.0,No Hire,All institution soon which last many who.
review-clean4-messy-INT-0031507,review-clean4-messy-APP-018557,review-clean4-messy-CAND-04712,Final Panel,2026-06-17T14:00:00,06/17T19:00:00/2026,Cancelled,1.9,,4.7,Strong Hire,Cold threat win no if give say.
review-clean4-messy-INT-0031508,review-clean4-messy-APP-018558,review-clean4-messy-CAND-04974,Phone Screen,2026-08-23T16:00:00,,Completed,3.8,4.9,  ,No Hire,
review-clean4-messy-INT-0031509,review-clean4-messy-APP-018558,review-clean4-messy-CAND-04974,Final Panel,2026-08-25T11:00:00,08/25T12:00:00/2026,Offer accepted,4.3,,,Hire, Or even some lay him these happy significant. 
review-clean4-messy-INT-0031510,review-clean4-messy-APP-018559,review-clean4-messy-CAND-00598,Phone Screen,2026-06-01T17:00:00,06/01T20:00:00/2026,Completed,1.8,1.5, 4.3 ,No Hire,Else whom course practice dinner even.
review-clean4-messy-INT-0031511,review-clean4-messy-APP-018559,review-clean4-messy-CAND-00598,final panel,2026-06-03T16:00:00,,Scheduled,NaN,1.7,2.4,Strong Hire,Then must son land remain.
review-clean4-messy-INT-0031512,review-clean4-messy-APP-018560,review-clean4-messy-CAND-04006,Phone Screen,2026-07-29T10:00:00,2026-07-29T18:00:00,Cancelled,4.8,,1.0,Leaning No, Allow play show different way. 
review-clean4-messy-INT-0031513,review-clean4-messy-APP-018561,review-clean4-messy-CAND-04055,phone screen,2026-08-22T13:00:00,2026-08-22T20:00:00,Completed,2.8,4.2,N/A,Hire, North seat require son less. 
review-clean4-messy-INT-0031514,review-clean4-messy-APP-018561,review-clean4-messy-CAND-04055,Final Panel,2026-08-24T15:00:00,08/24T17:00:00/2026,Completed,4.8,,NaN,Leaning No,Window character bit miss argue step share economic.
review-clean4-messy-INT-0031515,review-clean4-messy-APP-018561,review-clean4-messy-CAND-04055,Final Panel,2026-08-24T16:00:00,,Scheduled,2.8,foo,N/A,No Hire,Would back speech young staff police matter.
review-clean4-messy-INT-0031516,review-clean4-messy-APP-018562,review-clean4-messy-CAND-03304,Phone Screen,2026-07-09T17:00:00,2026-07-09T20:00:00,Completed,,,2.2,Hire,Cut available maintain scene lose who author.
review-clean4-messy-INT-0031517,review-clean4-messy-APP-018562,review-clean4-messy-CAND-03304,Final Panel,07/11T09:00:00/2026,,Scheduled,NaN,,  ,Leaning No,
review-clean4-messy-INT-0031518,review-clean4-messy-APP-018563,review-clean4-messy-CAND-02136,Phone Screen,2026-07-12T11:00:00,2026-07-12T18:00:00,Cancelled,  ,1.9,2.8,Hire,
review-clean4-messy-INT-0031519,review-clean4-messy-APP-018563,review-clean4-messy-CAND-02136,Final Panel,2026-07-13T10:00:00,2026-07-13T18:00:00,No hire,1.6,3.7,2.3,Hire,
review-clean4-messy-INT-0031520,review-clean4-messy-APP-018563,review-clean4-messy-CAND-02136,Final Panel,2026-07-18T15:00:00,2026-07-18T17:00:00,Completed,NaN,  ,,Leaning No,
review-clean4-messy-INT-0031521,review-clean4-messy-APP-018564,review-clean4-messy-CAND-00038, Phone Screen ,2026-07-03T14:00:00,,Done,4.3,,3.1,No Hire,Left beyond soldier white possible heart what smile.
review-clean4-messy-INT-0031522,review-clean4-messy-APP-018564,review-clean4-messy-CAND-00038,Coding Challenge,07/04T15:00:00/2026,,Joined,1.3,3.4, 1.2 ,Hire,
review-clean4-messy-INT-0031523,review-clean4-messy-APP-018564,review-clean4-messy-CAND-00038,Final Panel,07/05T13:00:00/2026,2026-07-05T16:00:00,Completed,  ,2.9,1.8,Leaning No,Staff read night thousand he.
review-clean4-messy-INT-0031524,review-clean4-messy-APP-018565,review-clean4-messy-CAND-02707,Phone Screen,2026-06-05T17:00:00,2026-06-05T20:00:00,Completed,4.5,3.6,1.6,Hire,Newspaper campaign not pull true eye story.
review-clean4-messy-INT-0031525,review-clean4-messy-APP-018566,review-clean4-messy-CAND-03463,Phone Screen,2026-08-06T11:00:00,,Scheduled,,1.0,4.8,Hire,
review-clean4-messy-INT-0031526,review-clean4-messy-APP-018566,review-clean4-messy-CAND-03463,Technical,2026-08-08T08:00:00,2026-08-08T10:00:00,Completed,,,3.5,No Hire,Woman why account fall money power than than.
review-clean4-messy-INT-0031527,review-clean4-messy-APP-018567,review-clean4-messy-CAND-04108,Phone Screen,08/15T08:00:00/2026,,Completed,,  ,3.0,Leaning No,
review-clean4-messy-INT-0031528,review-clean4-messy-APP-018567,review-clean4-messy-CAND-04108,Coding Challenge,2026-08-16T13:00:00,,Scheduled,4.4,2.0,2.6,Leaning No,Blue father class value speech.
review-clean4-messy-INT-0031529,review-clean4-messy-APP-018568,review-clean4-messy-CAND-00261,Phone Screen,2026-08-02T16:00:00,08/02T17:00:00/2026,Completed,3.7,,1.4,Hire,
review-clean4-messy-INT-0031530,review-clean4-messy-APP-018569,review-clean4-messy-CAND-03251,Phone Screen,2026-06-08T11:00:00,06/08T18:00:00/2026,Completed,N/A,foo,1.5,Leaning No,
review-clean4-messy-INT-0031531,review-clean4-messy-APP-018569,review-clean4-messy-CAND-03251,Final Panel,2026-06-10T14:00:00,06/10T20:00:00/2026,Completed,1.8,1.1,4.6,Leaning No,Example seven charge pick loss bank.
review-clean4-messy-INT-0031532,review-clean4-messy-APP-018570,review-clean4-messy-CAND-01691,Phone Screen,2026-08-18T09:00:00,08/18T12:00:00/2026,Completed,4.5,,N/A,Leaning No,Future go total trouble increase.
review-clean4-messy-INT-0031533,review-clean4-messy-APP-018570,review-clean4-messy-CAND-01691,Technical,2026-08-21T12:00:00,2026-08-21T20:00:00,Completed,,3.9,4.5,Hire, Likely establish data under those maintain fall. 
review-clean4-messy-INT-0031534,review-clean4-messy-APP-018570,review-clean4-messy-CAND-01691,Coding Challenge,2026-08-22T13:00:00,2026-08-22T19:00:00,Completed,,1.4,N/A,leaning no,
review-clean4-messy-INT-0031535,review-clean4-messy-APP-018571,review-clean4-messy-CAND-03963,Phone Screen,2026-07-16T15:00:00,2026-07-16T23:00:00,Completed,1.4,,2.4,No Hire,Evening evening song.
review-clean4-messy-INT-0031536,review-clean4-messy-APP-018571,review-clean4-messy-CAND-03963,Final Panel,07/17T08:00:00/2026,,Done,  ,3.3,3.2,No Hire,
review-clean4-messy-INT-0031537,review-clean4-messy-APP-018572,review-clean4-messy-CAND-00122,Phone Screen,2026-07-28T09:00:00,2026-07-28T13:00:00,COMPLETED,4.1,,3.9,hire,Author couple exist lot political world.
review-clean4-messy-INT-0031538,review-clean4-messy-APP-018572,review-clean4-messy-CAND-00122,Coding Challenge,2026-07-29T08:00:00,,Rejected,2.6,1.3,N/A,Leaning No,
review-clean4-messy-INT-0031539,review-clean4-messy-APP-018573,review-clean4-messy-CAND-02478,phone screen,2026-06-02T14:00:00,,completed,3.6,3.6,3.0,Hire,Suddenly same size already.
review-clean4-messy-INT-0031540,review-clean4-messy-APP-018573,review-clean4-messy-CAND-02478,Phone Screen,2026-06-04T10:00:00,,Cancelled,foo,2.8,,Leaning No,
review-clean4-messy-INT-0031541,review-clean4-messy-APP-018574,review-clean4-messy-CAND-04544,Phone Screen,2026-08-07T16:00:00,,Cancelled,1.3,2.9,2.3,Hire,Production trade brother big entire themselves player.
review-clean4-messy-INT-0031542,review-clean4-messy-APP-018574,review-clean4-messy-CAND-04544,Cultural Fit,08/08T10:00:00/2026,2026-08-08T11:00:00,Completed,,2.8,,No Hire,Authority north office enter type machine.
review-clean4-messy-INT-0031543,review-clean4-messy-APP-018575,review-clean4-messy-CAND-01816, Phone Screen ,07/27T15:00:00/2026,2026-07-27T21:00:00,Done,4.5,N/A,,Leaning No,Act foreign range early.
review-clean4-messy-INT-0031544,review-clean4-messy-APP-018575,review-clean4-messy-CAND-01816,Coding Challenge,2026-07-30T17:00:00,2026-07-30T20:00:00,COMPLETED,,,1.8,No Hire,
review-clean4-messy-INT-0031545,review-clean4-messy-APP-018575,review-clean4-messy-CAND-01816,Technical,08/02T10:00:00/2026,2026-08-02T17:00:00,Cancelled,,3.6,1.4,leaning no, Wall paper role can high. 
review-clean4-messy-INT-0031546,review-clean4-messy-APP-018576,review-clean4-messy-CAND-00835,phone screen,2026-08-23T15:00:00,08/23T16:00:00/2026,Completed,foo,foo,4.4,No Hire,Ten assume federal appear audience sound book yet.
review-clean4-messy-INT-0031547,review-clean4-messy-APP-018576,review-clean4-messy-CAND-00835,Technical,2026-08-24T16:00:00,,Cancelled,4.4,,4.9,No Hire,
review-clean4-messy-INT-0031548,review-clean4-messy-APP-018576,review-clean4-messy-CAND-00835,Technical,2026-08-25T13:00:00,2026-08-25T14:00:00,Completed,2.6,3.5,,Maybe,
review-clean4-messy-INT-0031549,review-clean4-messy-APP-018577,review-clean4-messy-CAND-00786,Phone Screen,2026-08-06T14:00:00,,Scheduled,4.1,,4.6,Hire,Force give summer large indicate.
review-clean4-messy-INT-0031550,review-clean4-messy-APP-018577,review-clean4-messy-CAND-00786,Cultural Fit,2026-08-08T15:00:00,08/08T21:00:00/2026,Completed,3.1,3.5,2.1,Leaning No,Consumer bank bar matter describe.
review-clean4-messy-INT-0031551,review-clean4-messy-APP-018578,review-clean4-messy-CAND-00864,Phone Screen,2026-07-08T09:00:00,07/08T16:00:00/2026,Offer accepted,1.4,  ,,Hire,Answer worker concern field maybe.
review-clean4-messy-INT-0031552,review-clean4-messy-APP-018578,review-clean4-messy-CAND-00864,Technical,2026-07-11T08:00:00,07/11T11:00:00/2026,No hire,,1.5,3.8,No Hire,Night magazine heart.
review-clean4-messy-INT-0031553,review-clean4-messy-APP-018579,review-clean4-messy-CAND-02291, Phone Screen ,2026-06-01T09:00:00,2026-06-01T17:00:00,Completed,4.5,,1.7,No Hire,
review-clean4-messy-INT-0031554,review-clean4-messy-APP-018579,review-clean4-messy-CAND-02291, Phone Screen ,06/02T11:00:00/2026,2026-06-02T15:00:00,Completed,N/A,,4.1,Leaning No,Full between product.
review-clean4-messy-INT-0031555,review-clean4-messy-APP-018581,review-clean4-messy-CAND-01108,Final Panel,08/02T10:00:00/2026,,Scheduled,3.8,3.4,4.9,Leaning No,
review-clean4-messy-INT-0031556,review-clean4-messy-APP-018582,review-clean4-messy-CAND-00977,Phone Screen,2026-06-20T12:00:00,,Done,1.3,2.2,,,Hundred scientist instead than finish couple.
review-clean4-messy-INT-0031557,review-clean4-messy-APP-018582,review-clean4-messy-CAND-00977,Phone Screen,06/23T15:00:00/2026,2026-06-23T23:00:00,Cancelled,3.7,NaN,3.0,Hire,
review-clean4-messy-INT-0031558,review-clean4-messy-APP-018582,review-clean4-messy-CAND-00977,Technical,06/26T09:00:00/2026,,Cancelled,2.5,2.3,4.5,,Industry rise spend cause participant sit.
review-clean4-messy-INT-0031559,review-clean4-messy-APP-018583,review-clean4-messy-CAND-01820,Phone Screen,2026-07-28T09:00:00,2026-07-28T10:00:00,Completed,,,4.3,No Hire,
review-clean4-messy-INT-0031560,review-clean4-messy-APP-018583,review-clean4-messy-CAND-01820,Final Panel,07/31T13:00:00/2026,2026-07-31T20:00:00,Completed,1.2,  ,3.6,Strong Hire,Continue watch daughter since.
review-clean4-messy-INT-0031561,review-clean4-messy-APP-018583,review-clean4-messy-CAND-01820,Coding Challenge,07/30T17:00:00/2026,,Scheduled,,4.5,3.9,Leaning No,
review-clean4-messy-INT-0031562,review-clean4-messy-APP-018584,review-clean4-messy-CAND-02994,Phone Screen,06/08T13:00:00/2026,2026-06-08T21:00:00,completed,4.3,3.3,3.8,leaning no,Dinner relate recently interview produce.
review-clean4-messy-INT-0031563,review-clean4-messy-APP-018585,review-clean4-messy-CAND-00590,Phone Screen,08/16T14:00:00/2026,,scheduled,2.2,1.2,3.2,No Hire,Successful economy less left.
review-clean4-messy-INT-0031564,review-clean4-messy-APP-018585,review-clean4-messy-CAND-00590,HR Round,2026-08-18T13:00:00,2026-08-18T18:00:00,Cancelled,,1.4,5.0,Hire,
review-clean4-messy-INT-0031565,review-clean4-messy-APP-018585,review-clean4-messy-CAND-00590,Coding Challenge,2026-08-22T13:00:00,2026-08-22T17:00:00,Completed, 1.5 ,2.0,2.7,Leaning No,
review-clean4-messy-INT-0031566,review-clean4-messy-APP-018586,review-clean4-messy-CAND-02262,phone screen,2026-07-26T14:00:00,2026-07-26T16:00:00,Rejected,3.7, 2.6 ,,Hire,
review-clean4-messy-INT-0031567,review-clean4-messy-APP-018586,review-clean4-messy-CAND-02262,Technical,2026-07-29T17:00:00,07/29T20:00:00/2026,Completed,3.9,2.0,,Strong Hire,
review-clean4-messy-INT-0031568,review-clean4-messy-APP-018587,review-clean4-messy-CAND-01975,HR Round,07/29T16:00:00/2026,,Scheduled,2.3,5.0,1.8,Hire,
review-clean4-messy-INT-0031569,review-clean4-messy-APP-018588,review-clean4-messy-CAND-04458,Phone Screen,2026-07-02T08:00:00,,Scheduled,1.1,1.9,,Hire,Wear land myself vote safe manage.
review-clean4-messy-INT-0031570,review-clean4-messy-APP-018588,review-clean4-messy-CAND-04458,Technical,2026-07-05T12:00:00,,Scheduled,,3.8, 2.5 ,Strong Hire,Available than current letter daughter debate push policy.
